video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
rbSuS3y5edM,https://www.youtube.com/shorts/rbSuS3y5edM,TIPOS DE PROFESSORES NA ESCOLA 😂 KKKKKKK #pov,,2026-02-22T06:22:25Z,Albertina Puletasi,UCPGo79wUB-6PzFjT9lWYDwA,277813,2479,14,PT18S,18,short,pt-PT,False
