comment_id,author,text,like_count,published_at,reply_count
UgzUtS2pmh2zWz5LRqt4AaABAg,@MariaSôniaBezerraSantos-i6w,Carrinho de mercado,0,2026-02-22T20:42:48Z,0
UgyrqFbX5Nm7ipGDFrZ4AaABAg,@MariaSôniaBezerraSantos-i6w,Mano eu tenho certeza que ele tá usando um carrinho de mercado esse professor aí tá ele tá certo porque porque o aluno o aluno tá com carrinho de coisa,0,2026-02-22T20:42:40Z,0
Ugzxnz2a4n7dxanhzTJ4AaABAg,@dandy-duda,Nunca julgue um livro pela capa,0,2026-02-22T19:09:02Z,0
UgwHDaHiC_wTPwv0yn54AaABAg,@Gyovana_Silva_Ferreira,Cara toda vez que eu vejo um mendigo na rua eu saio de perto porque eu não sou obrigada a ficar perto de pessoa que fede a bosta perto de mim não eu odeio pobres 🙄,0,2026-02-22T17:44:47Z,5
UgzSjIuVgCsJY5cROHx4AaABAg,@DariananakaryRangelmorillo,Minha cara quando viu o começo😮 agora quando eu vi aquela parte lá do noiado😂😂😂😂😂,0,2026-02-22T17:01:16Z,0
Ugw8Zbrmps8DbvQslUF4AaABAg,@tassiabatista1729,Mn n se brinca com isso mn,2,2026-02-22T16:34:17Z,1
Ugy19H5ByEX5tc1LJp14AaABAg,@antoniorubens6324,Oi❤,0,2026-02-22T14:51:06Z,0
