video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
_yfhPXHxu1M,https://www.youtube.com/shorts/_yfhPXHxu1M,#pov #skit #funny #acting #story#fyp #foryou#for you page #fyp シ #fypage #duet #viral #tools,,2026-02-14T14:00:51Z,dvs01,UCSC2KciYNjEk8OwYT0FSFyA,499072,9404,8,PT1M,False
