video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
V5qaEeIEG_M,https://www.youtube.com/shorts/V5qaEeIEG_M,ELE SÓ QUERIA UM TEMPO COM SEU PAI,,2026-02-15T20:30:04Z,CF,UCACwXjE3R3dey_VtWHFI4vA,617127,18602,68,PT38S,False
