video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
7BQc0iK6A4g,https://www.youtube.com/shorts/7BQc0iK6A4g,Quando Você Tem TDAH,,2026-02-17T06:21:52Z,Chimove456,UCLPcPsxwMVq-HR0eSvioxYQ,77236,1894,12,PT54S,False
