video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
O7P0VyJXVjk,https://www.youtube.com/shorts/O7P0VyJXVjk,POV: PINSCHERS #pinscher #memes #engraçado #shorts,"Pinschers em modo caos total! 😂🐶🔥
Pequenos no tamanho, gigantes na atitude: latidos dramáticos, poses ameaçadoras e cenas hilárias que fazem qualquer um rir. Se você conhece um pinscher assim, esse shorts é a definição perfeita!
Assista até o final! 🐾✨

#pets #humor #animais #cachorro #youtubeshorts",2026-01-03T14:00:42Z,Comédia Modo ON,UCDJX-4HWWp606LkuRCv7J9g,5853783,124714,2041,PT55S,55,short,pt-PT,False
