video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
1qEKdYOrN98,https://www.youtube.com/shorts/1qEKdYOrN98,Você gosta deste vídeo? Então subscribe ao meu canal!🤪🤪🤪 #siblings #sister #brother #funny #fun,,2026-02-07T10:07:19Z,sag,UCFATlxUvQZRitGw2CarEd5g,3179646,58390,96,PT1M7S
