video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
W8OippciFsc,https://www.youtube.com/shorts/W8OippciFsc,STRANGER THINGS NA VIDA REAL??   |   #shorts #humor,,2025-12-13T17:00:49Z,Biel Yoshi,UCMu4cbx76bEuaHtvmDkr84A,10006324,120223,1205,PT34S
