video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
IWzw0eA1u6U,https://www.youtube.com/shorts/IWzw0eA1u6U,Traumatismos da vida #puckzito,,2026-02-23T23:30:07Z,Puckzito,UCGC1X0y-Mwjve6uunIl_7zg,620620,22911,1020,PT40S,40,short,pt-BR,False
