video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
iAZ1C7ei5l0,https://www.youtube.com/shorts/iAZ1C7ei5l0,pov viagem em família 🏖️ #humor #amigas,,2026-02-23T02:32:20Z,Garrick Bauer,UCKr9ZDn_ZdLM-xAaWXn_apg,32587,710,3,PT58S,58,short,pt-PT,False
