video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
LBJ4qTIHXrU,https://www.youtube.com/shorts/LBJ4qTIHXrU,O ANTISSOCIAL kkk   #shorts #humor,,2026-02-24T21:00:00Z,Biel Yoshi,UCMu4cbx76bEuaHtvmDkr84A,7547,278,14,PT18S,18,short,pt-PT,False
