video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
-m7D4Q-LtLY,https://www.youtube.com/shorts/-m7D4Q-LtLY,ele tem uma tarefa importante.,,2026-02-14T20:07:56Z,Edu Montalvão,UCAHdExswKJsqlnb4vkRlASw,1771186,84757,831,PT2M4S
