video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
5jLzZyowLEQ,https://www.youtube.com/shorts/5jLzZyowLEQ,TIPOS DE PESSOAS NA AULA EM 2020 😹 KKKK,,2026-02-15T02:45:46Z,Crescenciano Ugarte,UCN81rUWJ5-j0yD-GhbY_zTQ,2875392,39787,113,PT31S,False
