video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
CjLWNXyhLgc,https://www.youtube.com/shorts/CjLWNXyhLgc,#gaming #funny #jokes 😘💕,,2026-02-24T14:30:09Z,Thi Bong Huynh,UC9PXjq-ovpd1i3bL-HeokGw,621767,11865,12,PT52S,52,short,pt-PT,False
