comment_id,author,text,like_count,published_at,reply_count
UgzR1jZYFCTuhVk7_-h4AaABAg,@JoséCarlos-n7c7l,Oi,0,2026-02-23T15:19:49Z,0
UgwW7pWrcQ8dLzodRd94AaABAg,@Lavine-z5z,ela copia a Mari,0,2026-02-23T15:15:48Z,0
UgxEuxDfGz6qenPZbpl4AaABAg,@RoselenaPires,Ela vai namorar um chorão mas pelo menos ela vai ganhar muito dinheiro ela vai ficar milionário,4,2026-02-23T14:19:08Z,3
UgzU1IpQ9u5LAJxLxzx4AaABAg,@thayaraujo3601,😊,5,2026-02-23T12:38:18Z,0
UgyU5U0LUKWky2ZgcY14AaABAg,@carlosjusta-tr6uw,Ela é muito burra,0,2026-02-23T10:19:55Z,0
