video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
Dl0602y6SKo,https://www.youtube.com/shorts/Dl0602y6SKo,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,2026-02-23T08:44:00Z,Jennifer Tamil,UCNSTfsFwyogLXS3vsqGZuUw,42174,3416,8,PT57S,57,short,pt-PT,False
