video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
XBJbKwdKDTQ,https://www.youtube.com/shorts/XBJbKwdKDTQ,"DEPOIS DE CONGELAR MEU FONE, ELES FINALMENTE ME DERAM OUTRO!! 🎁",,2026-02-05T22:18:11Z,Jão Bastos,UClCtipR9mO5rB2s5mQIjmWw,2369996,57623,320,PT1M24S
