video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
yW38DAbO9uQ,https://www.youtube.com/shorts/yW38DAbO9uQ,A cara do cachorro kkkkkk #humor #funil #piadascurtas #comedia,,2026-02-05T18:42:04Z,Cabraldosvideos,UC1pBV0Im58hnvid0c0rkyYg,5878477,40949,943,PT9S
