video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
SA_rqOi_8pI,https://www.youtube.com/shorts/SA_rqOi_8pI,POV aquela amiga que não tem vergonha 🤡🫠 quem aí tem uma assim #humor #amigas #tiktokuni #fypシ゚,,2026-02-16T09:42:34Z,uiru,UCWG1LK5KKTSzPlETXAcPAfA,25920,800,2,PT59S
