video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
xtVNM8wwFtY,https://www.youtube.com/shorts/xtVNM8wwFtY,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,2026-02-17T08:18:24Z,จิระศักดิ์ แสนหล้า,UC_eztXX4T9bWPoV-e9o5Jgw,42445,1477,3,PT1M13S,73,short,pt-PT,False
