video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
nguENGCdzTQ,https://www.youtube.com/shorts/nguENGCdzTQ,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,2026-02-16T00:00:48Z,Sophiaa,UC_7xOahQbiEnAvvIVgHm0hQ,205827,2991,19,PT32S,False
