video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
Y_i-pOIiE1E,https://www.youtube.com/shorts/Y_i-pOIiE1E,QUANDO O ATENDENTE ERRA O SEU NOME 😂,,2026-02-13T11:23:07Z,วิราภรณ์ แสนคําภา,UCzLIx9o1SCdjeMYZvzOJUAA,68325,1625,7,PT1M19S
