comment_id,author,text,like_count,published_at,reply_count
UgxZ9F0nmhUtMeCeVX14AaABAg,@GabrielAssunçãoMartins-y8m,oi,0,2026-02-14T15:06:59Z,0
UgxEv5ul427NgixWCuJ4AaABAg,@ElloisaSilva-w3d,😅😅😅,1,2026-02-14T01:11:06Z,0
UgzTM8aNQEV9_21ek614AaABAg,@JairoConceiçãodrago,6+5+1+7+8+9+0,1,2026-02-14T00:21:05Z,0
UgwAlhJSi-_fYFMb5yZ4AaABAg,@RebekaFreitas-n7t,Eu processava essa cafeteria no concelho tutelar,4,2026-02-13T15:14:07Z,0
UgwzTP9VZDwFTaKBzFJ4AaABAg,@celiamacedo,Kkkkk,2,2026-02-13T14:59:11Z,0
UgwSkXdoclfxQF8Uwhx4AaABAg,@EdilsonSantosdeSousa-q2x,😂😂😂😂,2,2026-02-13T14:47:46Z,0
UgyKabR87NSs215FAIR4AaABAg,@edinapenha3355,😂😂😂😂😂😂❤❤❤😊,2,2026-02-13T14:34:15Z,0
