video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
RGOZG-sGnXk,https://www.youtube.com/shorts/RGOZG-sGnXk,um vídeo SALVOU a vida dele,,2026-02-15T19:00:33Z,Liwen123,UCoFbhVk4EI2udWHF-iCJSBw,197459,2197,10,PT22S,22,short,pt-PT,False
