video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
-StWKb9kNJM,https://www.youtube.com/shorts/-StWKb9kNJM,illustration #tattoo #art #pov #procreate #drawing #whydidntmyexcomeback #digitalart,,2026-02-14T09:25:18Z,Georgene Fenk,UCjBKu0wi0n1yGR1Dhv1tyiA,1361979,30196,30,PT1M2S
