video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
T3o9D9ksEDE,https://www.youtube.com/shorts/T3o9D9ksEDE,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,2026-02-15T14:03:42Z,yyy1.4.1,UCoPHLM52skYgEnqbvg7SXmA,574778,10975,16,PT2M15S,False
