video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
oSwM7y9q2DM,https://www.youtube.com/shorts/oSwM7y9q2DM,Metade dos desenhos sumia… e ninguém entendia o motivo.,"Um menino não conseguia terminar desenhos… até descobrir um problema sério no cérebro 😳🧠 Com a ajuda do irmão gêmeo, ele enfrentou uma prova decisiva 🎨 Mas um detalhe quase revelou tudo… Você percebeu o que estava acontecendo? 👀💭",2026-02-15T15:01:16Z,Narrative Cine,UCrZCwrFlE5JIgjlGjEWuS7g,270218,14026,37,PT1M22S
