video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
dEoIs7d_ddI,https://www.youtube.com/shorts/dEoIs7d_ddI,não esprema espinhas nesse lugar,"Seja membro do canal para me ajudar a fazer vídeos melhores:
https://www.youtube.com/channel/UCDbAOOAnrtqyf2I2qJe2XLw/join",2026-02-13T20:30:07Z,Josvi,UCDbAOOAnrtqyf2I2qJe2XLw,12561,813,16,PT29S
