video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
jQCu0c81Olo,https://www.youtube.com/shorts/jQCu0c81Olo,Maria Alice com seu sorvete não quer guerra com ninguém 🥰🍦,,2026-02-13T04:34:34Z,Bojana Radosevic,UCS1P46JQF0QJPcGUbCD9iXQ,33429,773,1,PT58S
