comment_id,author,text,like_count,published_at,reply_count
UgyZxWN5RszN-W_mkPp4AaABAg,@treasur_Janey,Que triste,0,2026-02-24T18:44:45Z,0
UgxPPTATQvsEzvrYBhx4AaABAg,@EstherLopo,Oi eu te amo,1,2026-02-24T03:03:05Z,0
UgwtnyFf-sdDxKYbRY14AaABAg,@leandroperoba3869,A minha é 2tmb,1,2026-02-23T23:52:16Z,0
UgxEyTDMzVabmTsR9aV4AaABAg,@ValentinaOliveiraMelo,Ados,0,2026-02-23T21:48:39Z,0
UgzS8eyqyZ2a6Fl2HFV4AaABAg,@RafaellaMachado-s5f,Créditos :Isabelly Dutra,2,2026-02-23T20:19:24Z,0
UgwSr7u03BP_GYZ7UuZ4AaABAg,@alinedesouzafrancosoaresso6148,🌺🌺🌺🌺🌺🌺😮😮😮😮😯😯😯,1,2026-02-23T16:54:42Z,0
Ugz7Xy79ZsDCfUbsrnx4AaABAg,@MariaHeloísa-Fortnite,Parte 2,2,2026-02-23T10:17:03Z,0
UgwOaNbilnkl0d64cI94AaABAg,@DaviOliveir-z3u,Vídeos do sexo masculino jogos,0,2026-02-23T03:58:14Z,0
Ugwa62jOE1do447Dirt4AaABAg,@sasuke_wqz,😢😢😢,1,2026-02-23T01:52:11Z,0
