video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
06mmnGKFOmo,https://www.youtube.com/shorts/06mmnGKFOmo,#POV TOdos podem ver o quanto você quer viver  ib,,2026-02-22T14:46:54Z,"fjmjhyg,yu",UCyCVOYHox2NU13RQh1_By0w,277341,5382,9,PT41S,41,short,pt-PT,False
