video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
63on5X4q-kw,https://www.youtube.com/shorts/63on5X4q-kw,Aquele vendedor esnobe pt2 - EDIT - VitorOrth,,2026-02-08T11:59:22Z,dejehhd,UCyxAuP5V63WOTDDSf4L6uYQ,270186,3147,6,PT1M
