video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
DYNAY-bDQ00,https://www.youtube.com/shorts/DYNAY-bDQ00,"Thank you for watching, thank you for liking, I wish you happiness. #pov #foryou #storytime #fyp",,2026-02-14T04:18:29Z,rstjty,UCejjPZoTkoHiaK8dIdBCarQ,33984,853,2,PT1M1S
