video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration,madeForKids
WNf4505ZuzA,https://www.youtube.com/shorts/WNf4505ZuzA,❤️,,2026-02-17T16:08:00Z,Audrey Roberts,UCBCjtqGthI2MYTJ3nt5_vJg,251371,6825,19,PT56S,False
