video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration_iso,duration_seconds,content_type,language,madeForKids
VhTBD_LyBjw,https://www.youtube.com/shorts/VhTBD_LyBjw,Conversas engraçadas no whatsapp KKKKKKKKKK,,2025-12-07T00:40:55Z,Gabi Clipz,UCm00bkLLosDdEc1n5G1NK-A,2010111,41086,194,PT43S,43,short,pt-BR,False
