video_id,url,title,description,published_at,channel_title,channel_id,view_count,like_count,comment_count,duration
Wy8_NKWi2sc,https://www.youtube.com/shorts/Wy8_NKWi2sc,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,2026-02-10T07:44:12Z,Wendy Bolds,UCeZJPsaDwl23t-mh-uywsWA,870221,11669,21,PT52S
